    -0.3510    1.4185  283.4437  287.3343  291.0537  294.5296  297.8622  301.2113  304.1269  306.9163  309.3738  311.5877  313.5362  315.3050  316.9880  318.4367  319.7939  320.8083  321.7193  322.3368  322.8562  323.2509  323.4617  323.4215  323.1826  322.7889  322.0568  321.1843  320.0908  318.8460  317.2684  315.3975
    -0.1170    1.4185  284.1849  289.0397  293.8322  298.4332  302.7108  306.6361  310.1714  313.7788  316.6616  319.2249  321.6582  323.8965  325.7095  327.3490  328.8461  329.9010  330.9470  331.5321  331.9124  332.1328  332.0939  331.9892  331.6513  330.9482  329.9834  328.8319  327.4030  325.8286  323.8120  321.4305
     0.1170    1.4185  284.1851  289.0402  293.8332  298.4345  302.7123  306.6376  310.1727  313.7799  316.6623  319.2252  321.6578  323.8954  325.7077  327.3465  328.8431  329.8975  330.9430  331.5279  331.9085  332.1289  332.0895  331.9841  331.6452  330.9406  329.9741  328.8208  327.3902  325.8144  323.7971  321.4156
     0.3510    1.4185  283.4436  287.3341  291.0533  294.5291  297.8617  301.2108  304.1265  306.9162  309.3740  311.5881  313.5371  315.3063  316.9897  318.4389  319.7965  320.8112  321.7226  322.3404  322.8600  323.2549  323.4661  323.4263  323.1875  322.7941  322.0628  321.1911  320.0983  318.8539  317.2766  315.4054
    -0.7020    1.2159  283.8567  288.5301  292.8352  297.0748  300.9872  304.6791  308.6464  311.7502  314.5790  317.2072  319.5824  321.8428  323.5334  324.9647  326.6875  328.2008  329.2182  330.1988  330.7087  330.7205  330.9660  330.8448  330.4465  329.5929  328.6874  327.6354  326.2992  324.7149  322.8654  320.6288
    -0.4680    1.2159  284.0635  288.8129  293.3055  297.6776  301.8608  305.8451  309.5216  312.8033  315.8298  318.5371  321.0570  323.2274  325.1251  326.9283  328.5799  330.0559  331.0426  331.8446  332.4237  332.6088  332.7091  332.4932  332.1366  331.4268  330.5987  329.5017  328.0913  326.3742  324.4458  322.1301
    -0.2340    1.2159  284.4970  289.9500  295.1340  299.9513  304.6784  309.0441  313.0721  317.0090  320.2104  323.2240  325.9467  328.2912  330.3924  332.3789  333.9430  335.4642  336.4444  336.8920  337.3961  337.4870  337.4961  337.3374  336.7522  336.0179  334.8802  333.5857  331.8333  329.9502  327.6045  324.9192
     0.0000    1.2159  284.4017  289.7343  294.7185  299.6869  304.4487  308.6905  312.7899  316.4920  319.6132  322.5569  325.3169  327.6776  329.7356  331.6927  333.2750  334.6516  335.7058  336.1434  336.4327  336.8139  336.6195  336.5280  336.0583  335.4291  334.1498  332.9019  331.1830  329.3109  326.9814  324.2103
     0.2340    1.2159  284.4969  289.9497  295.1334  299.9505  304.6774  309.0428  313.0707  317.0074  320.2088  323.2224  325.9454  328.2901  330.3916  332.3784  333.9428  335.4642  336.4446  336.8920  337.3960  337.4868  337.4960  337.3377  336.7532  336.0198  334.8831  333.5894  331.8375  329.9545  327.6085  324.9220
     0.4680    1.2159  284.0636  288.8134  293.3063  297.6786  301.8619  305.8461  309.5222  312.8033  315.8293  318.5357  321.0544  323.2235  325.1199  326.9220  328.5725  330.0478  331.0340  331.8359  332.4157  332.6009  332.7002  332.4821  332.1227  331.4098  330.5785  329.4788  328.0660  326.3474  324.4184  322.1032
     0.7020    1.2159  283.8565  288.5298  292.8345  297.0739  300.9862  304.6782  308.6456  311.7498  314.5790  317.2077  319.5835  321.8445  323.5359  324.9678  326.6913  328.2051  329.2230  330.2039  330.7141  330.7254  330.9713  330.8506  330.4533  329.6009  328.6969  327.6464  326.3116  324.7284  322.8794  320.6425
    -1.0530    1.0132  283.4437  287.3343  291.0537  294.5296  297.8623  301.2114  304.1270  306.9165  309.3740  311.5879  313.5366  315.3055  316.9886  318.4375  319.7949  320.8094  321.7206  322.3382  322.8577  323.2526  323.4637  323.4238  323.1850  322.7914  322.0595  321.1871  320.0936  318.8487  317.2711  315.4001
    -0.8190    1.0132  284.0635  288.8129  293.3055  297.6776  301.8608  305.8451  309.5216  312.8033  315.8299  318.5372  321.0572  323.2275  325.1253  326.9287  328.5804  330.0566  331.0439  331.8464  332.4256  332.6110  332.7115  332.4951  332.1379  331.4275  330.5989  329.5015  328.0908  326.3737  324.4454  322.1299
    -0.5850    1.0132  284.7548  290.5338  296.1872  301.5249  306.5000  311.5066  315.7836  319.9635  323.2319  326.9748  329.7436  332.5037  334.8175  336.8912  338.9003  340.3658  341.5559  342.3754  342.8669  342.9469  342.7550  342.4252  341.6279  340.8078  339.6557  338.0450  336.3219  334.2259  331.7129  328.7090
    -0.3510    1.0132  285.0858  291.2963  297.3055  302.9596  308.5185  313.6803  318.3830  322.7468  326.6536  330.4436  333.6083  336.6580  339.2952  341.5204  343.6063  345.0971  346.2964  346.9520  347.3531  347.4079  347.2499  346.7771  346.0848  345.0373  343.6265  341.9874  340.0193  337.6641  334.8376  331.4884
    -0.1170    1.0132  283.2361  286.8732  290.2930  293.6225  296.9217  299.9750  302.8170  305.5379  308.2383  310.6022  312.8076  314.8121  316.6943  318.4545  319.9994  321.3037  322.4947  323.2936  324.0028  324.4509  324.7479  324.7862  324.6823  324.4218  323.8475  323.0515  322.0631  320.7973  319.3382  317.5175
     0.1170    1.0132  283.2360  286.8727  290.2921  293.6212  296.9200  299.9730  302.8149  305.5357  308.2361  310.5998  312.8049  314.8091  316.6909  318.4505  319.9947  321.2980  322.4877  323.2849  323.9926  324.4397  324.7361  324.7751  324.6722  324.4131  323.8406  323.0470  322.0609  320.7971  319.3393  317.5189
     0.3510    1.0132  285.0859  291.2965  297.3058  302.9602  308.5192  313.6813  318.3842  322.7483  326.6554  330.4456  333.6107  336.6608  339.2984  341.5239  343.6101  345.1010  346.3007  346.9568  347.3568  347.4117  347.2557  346.7850  346.0932  345.0461  343.6353  341.9959  340.0274  337.6716  334.8445  331.4953
     0.5850    1.0132  284.7548  290.5338  296.1871  301.5247  306.4997  311.5062  315.7830  319.9627  323.2308  326.9734  329.7418  332.5015  334.8147  336.8878  338.8962  340.3609  341.5508  342.3699  342.8610  342.9406  342.7483  342.4186  341.6215  340.8018  339.6498  338.0389  336.3154  334.2186  331.7049  328.7004
     0.8190    1.0132  284.0636  288.8134  293.3063  297.6786  301.8619  305.8461  309.5221  312.8031  315.8290  318.5353  321.0540  323.2230  325.1194  326.9214  328.5718  330.0469  331.0327  331.8343  332.4140  332.5990  332.6981  332.4799  332.1205  331.4078  330.5767  329.4778  328.0655  326.3471  324.4181  322.1026
     1.0530    1.0132  283.4437  287.3344  291.0537  294.5296  297.8622  301.2111  304.1266  306.9159  309.3733  311.5872  313.5358  315.3047  316.9878  318.4368  319.7944  320.8091  321.7206  322.3385  322.8583  323.2532  323.4642  323.4239  323.1846  322.7903  322.0576  321.1846  320.0905  318.8452  317.2672  315.3959
    -1.1700    0.8106  284.1849  289.0397  293.8323  298.4333  302.7109  306.6362  310.1715  313.7789  316.6618  319.2253  321.6586  323.8970  325.7100  327.3495  328.8468  329.9018  330.9479  331.5333  331.9137  332.1343  332.0954  331.9908  331.6531  330.9500  329.9853  328.8340  327.4053  325.8312  323.8148  321.4337
    -0.9360    0.8106  284.4971  289.9504  295.1348  299.9527  304.6804  309.0467  313.0754  317.0129  320.2150  323.2294  325.9532  328.2988  330.4011  332.3890  333.9547  335.4781  336.4603  336.9085  337.4143  337.5070  337.5179  337.3606  336.7767  336.0431  334.9056  333.6107  331.8573  329.9733  327.6268  324.9411
    -0.7020    0.8106  285.0857  291.2962  297.3053  302.9594  308.5183  313.6804  318.3833  322.7475  326.6548  330.4452  333.6104  336.6606  339.2983  341.5238  343.6099  345.1006  346.3001  346.9562  347.3568  347.4118  347.2558  346.7853  346.0944  345.0485  343.6392  342.0014  340.0344  337.6798  334.8533  331.5037
    -0.4680    0.8106  283.4085  287.3135  291.0932  294.6823  298.0739  301.5553  304.7755  307.7177  310.4828  312.9756  315.6590  317.9683  320.2643  322.0245  323.7845  325.1971  326.4919  327.4628  328.2590  328.8679  328.9149  328.7323  328.6950  328.1683  327.6534  326.9478  325.8512  324.4291  322.8169  320.9626
    -0.2340    0.8106  284.7804  290.6733  296.2245  301.6305  306.7860  311.7383  316.3784  320.4874  324.5591  328.5397  331.9328  335.1910  338.2607  340.8578  343.1406  344.7959  346.1901  346.7404  347.0791  346.9666  346.6784  346.1386  345.3163  344.2505  342.8989  341.2088  339.2089  336.8533  334.1150  330.7553
     0.0000    0.8106  284.1561  289.2259  294.0823  298.6846  303.3015  307.5526  311.7060  315.4413  318.9099  322.2367  325.4554  328.3095  331.4612  333.8391  335.9818  337.6689  339.0256  339.6348  339.8074  340.0221  339.5855  339.1640  338.4944  337.5992  336.3776  335.0268  333.2143  331.0914  328.7653  325.7678
     0.2340    0.8106  284.7804  290.6733  296.2244  301.6305  306.7859  311.7382  316.3782  320.4872  324.5587  328.5391  331.9322  335.1902  338.2596  340.8564  343.1390  344.7940  346.1878  346.7376  347.0761  346.9633  346.6752  346.1357  345.3139  344.2486  342.8974  341.2077  339.2080  336.8526  334.1143  330.7548
